entity_group,score,word,start,end,index
ORG,0.9997072219848633,Policía Bonaerense,59,77,26
PER,0.9997955560684204,Sergio Berni,176,188,26
PER,0.9997488856315613,Gonzalo,385,392,26
PER,0.9997756481170654,Gonzalo Peltzer,51,66,26
MISC,0.6746307015419006,EL TERRITORIO,79,92,26
MISC,0.8174254894256592,Registro de Propiedad Intelectual,143,176,26
ORG,0.6175829172134399,5184738,178,185,26
LOC,0.9660175442695618,Avenida Quaranta 4307,205,226,26
LOC,0.9996578693389893,Posadas,236,243,26
LOC,0.9987720847129822,Misiones,246,254,26
LOC,0.9257084131240845,República Argentina,257,276,26
ORG,0.999753475189209,Policía de Misiones,34,53,27
LOC,0.8875716328620911,Ñu Porá,77,84,27
LOC,0.9986161589622498,calle Las Rosas,192,207,27
ORG,0.9995603561401367,Unidad Regional X,363,380,27
ORG,0.9995705485343933,Unidad Regional X,21,38,27
LOC,0.9748913645744324,Garupá,128,134,27
ORG,0.5676175355911255,911,88,91,27
ORG,0.9716930389404297,Juzgado de Instrucción Tres de Posadas,179,217,27
ORG,0.9997282028198242,Guardia de Infantería,271,292,27
ORG,0.9961376786231995,Justicia Penal,253,267,27
MISC,0.44879141449928284,Federal,270,277,27
PER,0.9997795820236206,Gonzalo Peltzer,69,84,27
MISC,0.8066415190696716,EL TERRITORIO,97,110,27
MISC,0.8679035305976868,Registro de Propiedad Intelectual,161,194,27
LOC,0.955239474773407,Avenida Quaranta 4307,223,244,27
LOC,0.9996556043624878,Posadas,254,261,27
LOC,0.9988960027694702,Misiones,264,272,27
LOC,0.94673752784729,República Argentina,275,294,27
ORG,0.9992868304252625,Policía de Misiones,21,40,28
LOC,0.9996863603591919,Posadas,118,125,28
LOC,0.9987393617630005,San Isidro,149,159,28
ORG,0.9997469186782837,Policía de Seguridad Aeroportuaria,177,211,28
ORG,0.9996445178985596,PSA,213,216,28
PER,0.9996480345726013,Aníbal C.,318,327,28
ORG,0.9623308181762695,Juzgado Federal de Posadas,373,399,28
ORG,0.999544620513916,Juzgado Federal de Posadas,27,53,28
PER,0.9997517466545105,Verónica Skanata,75,91,28
ORG,0.9962012767791748,El Territorio,248,261,28
LOC,0.9975703954696655,calle 200,77,86,28
ORG,0.6613420248031616,Juzgado,242,249,28
PER,0.998941957950592,Aníbal C.,178,187,28
ORG,0.9755114316940308,Juzgado Federal,241,256,28
PER,0.9997897148132324,Gonzalo Peltzer,104,119,28
MISC,0.663244366645813,EL TERRITORIO,132,145,28
ORG,0.6020784378051758,Registro,196,204,28
MISC,0.7405239939689636,de Propiedad Intelectual,205,229,28
PER,0.9534565806388855,5184738,231,238,28
LOC,0.9982939958572388,Avenida Quaranta,258,274,28
LOC,0.9994300007820129,Posadas,289,296,28
LOC,0.9983609318733215,Misiones,299,307,28
LOC,0.9871571063995361,República Argentina,310,329,28
MISC,0.9617049694061279,elterritorio,13,25,28
ORG,0.9996907711029053,Gendarmería Nacional,12,32,29
ORG,0.9992471933364868,GNA,34,37,29
LOC,0.9991661906242371,San Vicente,158,169,29
ORG,0.9943164587020874,Escuadrón 49,233,245,29
ORG,0.7998149991035461,San Vicente ”,247,259,29
ORG,0.9995546936988831,Juzgado,141,148,29
ORG,0.9562436938285828,Fiscalía Federal de Oberá,154,179,29
LOC,0.9990649223327637,San Vicente,246,257,29
ORG,0.8552433252334595,Criminalística,320,334,29
ORG,0.9980149865150452,Estudios Forenses,337,354,29
MISC,0.99588543176651,Narcotest,384,393,29
ORG,0.9854063987731934,Forenses,0,8,29
MISC,0.9990899562835693,Narcotest,38,47,29
MISC,0.9810879826545715,“ Cannabis Sativa,153,169,29
PER,0.9953523874282837,Magistrado,223,233,29
MISC,0.9986798167228699,Ley 23. 737 de Estupefacientes,299,328,29
PER,0.9998263120651245,Gonzalo Peltzer,340,355,29
LOC,0.5518870949745178,©,356,357,29
MISC,0.9886988997459412,EL TERRITORIO,368,381,29
PER,0.9994815587997437,Gonzalo Peltzer,0,15,29
MISC,0.6697080731391907,EL TERRITORIO,28,41,29
MISC,0.8662433624267578,Registro de Propiedad Intelectual,92,125,29
ORG,0.4183121621608734,5184738,127,134,29
LOC,0.997927188873291,Avenida Quaranta,154,170,29
LOC,0.9992807507514954,Posadas,185,192,29
LOC,0.9975219368934631,Misiones,195,203,29
LOC,0.9147619009017944,República Argentina,206,225,29
PER,0.9990242719650269,Morena Domínguez,36,52,30
LOC,0.9988741874694824,Villa Diamante,150,164,30
PER,0.9364546537399292,Télam,277,282,30
PER,0.9997872710227966,Miguel Ángel Madariaga,296,318,30
PER,0.9635213613510132,"Miguelito """,332,342,30
PER,0.9997923374176025,Darío Humberto Madariaga,348,372,30
PER,0.9089584350585938,"Lolo """,386,391,30
PER,0.9998003840446472,Darío Humberto Madariaga,4,28,30
PER,0.9213531613349915,Lolo,42,46,30
PER,0.9998051524162292,Silvia Bussano,94,108,30
ORG,0.999728798866272,Unidad Funcional de Instrucción,124,155,30
ORG,0.9997355341911316,UFI,157,160,30
ORG,0.6725348830223083,7,162,163,30
LOC,0.9977415800094604,Lanús,167,172,30
PER,0.9897812604904175,Madariaga,282,291,30
MISC,0.912917971611023,Garantías 4,96,107,30
LOC,0.9959122538566589,Lanús,111,116,30
PER,0.99981290102005,Esteban Pablo Baccini,118,139,30
PER,0.9422104358673096,Lolo,142,146,30
PER,0.8802667260169983,Madariaga,165,174,30
LOC,0.9880331754684448,Acuba,237,242,30
LOC,0.9993048906326294,Villa Diamante,247,261,30
LOC,0.9997672438621521,Lanús,266,271,30
PER,0.9897087216377258,Morena,85,91,30
PER,0.9655798673629761,""" Miguelito "" Madariaga",128,149,30
LOC,0.999038815498352,Puente Alsina,204,217,30
LOC,0.9987013339996338,Pompeya,235,242,30
LOC,0.6817211508750916,Complejo,121,129,30
ORG,0.7161110639572144,Penitenciario,130,143,30
LOC,0.6428930759429932,Federal II,144,154,30
LOC,0.9762395620346069,Marcos Paz,158,168,30
ORG,0.9990320205688477,Télam,307,312,30
LOC,0.9997873902320862,Lanús,375,380,30
LOC,0.9997953772544861,Lanús,29,34,30
ORG,0.9995988011360168,Servicio Penitenciario Bonaerense,111,144,30
ORG,0.9994978904724121,SPB,146,149,30
PER,0.9997507929801941,Bussano,162,169,30
PER,0.996679425239563,Morena,81,87,30
MISC,0.9989610910415649,artículo 165,249,261,30
MISC,0.9981980323791504,Código Penal,266,278,30
LOC,0.999699592590332,Lanús,366,371,30
LOC,0.9997606873512268,Lanús,32,37,30
PER,0.9996961355209351,Bussano,129,136,30
ORG,0.9996796250343323,Radio Con Vos,379,392,30
ORG,0.9997050166130066,Radio Con Vos,43,56,30
PER,0.9996740818023682,Bussano,117,124,30
PER,0.9954865574836731,Morena,160,166,30
LOC,0.9996669292449951,Once,141,145,30
PER,0.9997948408126831,Gonzalo Peltzer,157,172,30
MISC,0.9010143280029297,EL TERRITORIO,185,198,30
MISC,0.810968279838562,Registro de Propiedad Intelectual,249,282,30
ORG,0.48621025681495667,5184738,284,291,30
LOC,0.9475962519645691,Avenida Quaranta 4307,311,332,30
LOC,0.9992749094963074,Posadas,342,349,30
LOC,0.999403715133667,Misiones,352,360,30
LOC,0.9867746829986572,República Argentina,363,382,30
LOC,0.9965682029724121,4307,0,4,30
LOC,0.999299168586731,Posadas,14,21,30
LOC,0.9927657842636108,Misiones,24,32,30
LOC,0.9676662683486938,República Argentina,35,54,30
ORG,0.9996369481086731,Prefectura Naval,0,16,31
LOC,0.9990084171295166,Puerto Libertad,131,146,31
LOC,0.9997771382331848,Misiones,304,312,31
LOC,0.9998121857643127,Paraguay,128,136,31
MISC,0.7901179790496826,Paraná,86,92,31
ORG,0.9991234540939331,Prefectura Naval,250,266,31
ORG,0.9636039733886719,Juzgado Federal de,378,396,31
ORG,0.980589747428894,Juzgado Federal de Eldorado,37,64,31
PER,0.9998168349266052,Miguel Ángel Guerrero,77,98,31
PER,0.999821662902832,Gonzalo Peltzer,128,143,31
ORG,0.8728991746902466,EL TERRITORIO,156,169,31
ORG,0.5111953020095825,Registro,220,228,31
MISC,0.8566048741340637,de Propiedad Intelectual,229,253,31
ORG,0.5751184821128845,5184738,255,262,31
LOC,0.8464739918708801,Avenida Quaranta 4307,282,303,31
LOC,0.9994879961013794,Posadas,313,320,31
LOC,0.99857497215271,Misiones,323,331,31
LOC,0.9669721126556396,República Argentina,334,353,31
ORG,0.6906437277793884,elterritorio,364,376,31
ORG,0.810779869556427,República,2,11,31
LOC,0.7361864447593689,Argentina,12,21,31
ORG,0.9985513091087341,Justicia,26,34,32
PER,0.9996093511581421,María Guirula,298,311,32
PER,0.9991319179534912,Carlos Guirula,120,134,32
ORG,0.9987694025039673,El Territorio,280,293,32
ORG,0.9995695948600769,Cámara de Apelaciones de Misiones,328,361,32
ORG,0.8785525560379028,de Apelaciones de Misiones,0,26,32
ORG,0.9988245964050293,Juzgado de Instrucción Uno,288,314,32
LOC,0.998753547668457,Posadas,318,325,32
PER,0.9996038675308228,Lourdes Tabárez,370,385,32
PER,0.9997211694717407,Lourdes Tabárez,28,43,32
PER,0.9998467564582825,Lucas Nahuel Saravia,55,75,32
PER,0.9998044967651367,Carlos Servián,78,92,32
PER,0.99979567527771,Carlos Da Silva,109,124,32
PER,0.9998205900192261,Ricardo Escobar,127,142,32
PER,0.9998218417167664,Carlos Alberto Sidorak,307,329,32
PER,0.9998186826705933,Ricardo Venialgo,236,252,32
PER,0.9998348951339722,Marisa Dilaccio,255,270,32
ORG,0.9987915754318237,Sala 1,278,284,32
PER,0.9996614456176758,María Guirula,292,305,32
MISC,0.9988631010055542,Justicia,278,286,32
LOC,0.9997261166572571,Posadas,348,355,32
MISC,0.999225378036499,Decimotercera,376,389,32
LOC,0.9993734955787659,Posadas,13,20,32
MISC,0.9781317114830017,Decimotercera,41,54,32
ORG,0.9975277781486511,Policía,146,153,32
PER,0.999799370765686,Gonzalo Peltzer,131,146,32
MISC,0.8430663347244263,EL TERRITORIO,159,172,32
MISC,0.7716503143310547,Registro de Propiedad Intelectual,223,256,32
PER,0.47268763184547424,5184738,258,265,32
LOC,0.8798826336860657,Avenida Quaranta 4307,285,306,32
LOC,0.999468982219696,Posadas,316,323,32
LOC,0.9985771179199219,Misiones,326,334,32
LOC,0.9708795547485352,República Argentina,337,356,32
MISC,0.7470400333404541,elterritorio,367,379,32
ORG,0.810779869556427,República,2,11,32
LOC,0.7361864447593689,Argentina,12,21,32
PER,0.9990648031234741,Raquel Pereira,114,128,33
PER,0.9993221759796143,Jefferson,184,193,33
PER,0.9993150234222412,Thiago,200,206,33
PER,0.9997676014900208,Silvio Mogarte,216,230,33
PER,0.9990260004997253,Raquel Pereira,237,251,33
LOC,0.9220626354217529,colonia Fortaleza,48,65,33
PER,0.9987258315086365,Mogarte,69,76,33
LOC,0.993872880935669,Comisaría de Terciados Paraíso,270,300,33
ORG,0.9888584017753601,El Territorio,270,283,33
PER,0.9991023540496826,Perpetua,174,182,33
ORG,0.8047080039978027,Dios,289,293,33
PER,0.9995990991592407,Viviana Pereira,344,359,33
PER,0.9958624839782715,Raquel,372,378,33
PER,0.9997093081474304,Gonzalo,390,397,33
PER,0.9980329871177673,Viviana Pereira,0,15,33
PER,0.996980607509613,Raquel,28,34,33
PER,0.9997944831848145,Gonzalo Peltzer,46,61,33
MISC,0.8465635776519775,EL TERRITORIO,74,87,33
MISC,0.911058783531189,Registro de Propiedad Intelectual,138,171,33
LOC,0.9642858505249023,Avenida Quaranta 4307,200,221,33
LOC,0.9996421337127686,Posadas,231,238,33
LOC,0.998705267906189,Misiones,241,249,33
LOC,0.9481906890869141,República Argentina,252,271,33
PER,0.9988739490509033,Leandro De Niro Rodríguez,0,25,34
PER,0.9993874430656433,Robert De Niro,39,53,34
ORG,0.9975764155387878,TMZ,220,223,34
LOC,0.999525785446167,Nueva York,292,302,34
PER,0.9996323585510254,Robert De Niro,59,73,34
PER,0.9995284080505371,Leandro De Niro,191,206,34
ORG,0.9990686774253845,Policía,237,244,34
ORG,0.998449444770813,TN Show,255,262,34
PER,0.966545581817627,Drena De Niro,268,281,34
PER,0.9980921149253845,De Niro,78,85,34
PER,0.998938798904419,Sofia Haley Marks,99,116,34
MISC,0.8512945175170898,Princesa Oxicodona,156,174,34
MISC,0.8709717988967896,Princesa Percocet,179,196,34
PER,0.9994319677352905,Leandro De Niro Rodríguez,186,211,34
MISC,0.7456067204475403,TMZ,304,307,34
LOC,0.9996232986450195,Nueva York,370,380,34
LOC,0.9995725154876709,Nueva York,31,41,34
PER,0.9988623857498169,Leandro,221,228,34
PER,0.9946631193161011,Leo,123,126,34
PER,0.9956282377243042,Leo,230,233,34
PER,0.999190628528595,Drena,266,271,34
PER,0.9996528625488281,Carlos Rodríguez,285,301,34
PER,0.9993875026702881,Carlos Mare,325,336,34
MISC,0.9993374347686768,The Collection,137,151,34
MISC,0.9990222454071045,Cabaret Maxime,154,168,34
MISC,0.9996892809867859,Nace una estrella,209,226,34
PER,0.9993718862533569,Lady Gaga,253,262,34
PER,0.999687671661377,Bradley Cooper,265,279,34
PER,0.9998115301132202,Gonzalo Peltzer,291,306,34
LOC,0.3910382390022278,©,307,308,34
MISC,0.960332453250885,EL TERRITORIO,319,332,34
MISC,0.9677960872650146,Registro de Propiedad Intelectual,44,77,34
MISC,0.8368648886680603,5184738,79,86,34
LOC,0.9830415844917297,Avenida Quaranta 4307,106,127,34
LOC,0.9993858337402344,Posadas,137,144,34
LOC,0.9981359243392944,Misiones,147,155,34
LOC,0.9424408078193665,República Argentina,158,177,34
MISC,0.9451431035995483,Garantías Héctor,40,56,35
PER,0.9981836080551147,Horacio Sandoval,57,73,35
PER,0.9998151063919067,Emerenciano Sena,112,128,35
PER,0.9997826814651489,Marcela Acuña,131,144,35
ORG,0.9994611144065857,Equipo Fiscal Especial,200,222,35
PER,0.9996742606163025,Cecilia Strzyzowski,254,273,35
MISC,0.8793833255767822,Tribunales,314,324,35
PER,0.9998281002044678,Gustavo Obregón,345,360,35
PER,0.9982649683952332,Obregón,0,7,35
PER,0.9994434714317322,Obregón,105,112,35
PER,0.999828577041626,Emerenciano Sena,287,303,35
ORG,0.9999009370803833,EFE,355,358,35
PER,0.9990149736404419,Cecilia,381,388,35
PER,0.9876249432563782,“ Gustavo,390,398,35
ORG,0.9998900890350342,EFE,14,17,35
PER,0.9983689188957214,Cecilia,40,47,35
PER,0.9838036298751831,Gustavo,50,57,35
PER,0.9964402318000793,César,255,260,35
LOC,0.9906468391418457,Colonia Elisa,266,279,35
MISC,0.9976231455802917,Riti,287,291,35
PER,0.998360812664032,Sena,135,139,35
PER,0.9987591505050659,Obregón,170,177,35
PER,0.997524082660675,Obregón,344,351,35
PER,0.9989598989486694,Obregón,0,7,35
ORG,0.7878644466400146,Fiscalía,138,146,35
LOC,0.9995803236961365,Resistencia,150,161,35
PER,0.999779224395752,Jorge Cáceres Olivera,212,233,35
PER,0.9997616410255432,Jorge Gómez,235,246,35
PER,0.9998250007629395,Nelia Velázquez,249,264,35
ORG,0.999889612197876,EFE,118,121,35
LOC,0.8527505397796631,Barrio Emerenciano,304,322,35
PER,0.9992697834968567,Obregón,391,398,35
PER,0.9990623593330383,Obregón,48,55,35
MISC,0.9324325323104858,Tribunales,232,242,35
PER,0.9997917413711548,Gustavo Melgarejo,291,308,35
PER,0.9995354413986206,Cáceres Olivera,307,322,35
MISC,0.9203716516494751,Strzyzowski,357,368,35
PER,0.5726742744445801,Strzyzowski,11,22,35
PER,0.9996682405471802,Gloria Romero,125,138,35
PER,0.9894174933433533,Sandoval,137,145,35
ORG,0.7775745391845703,Casación,189,197,35
ORG,0.9989166855812073,Superior Tribunal Judicial,206,232,35
LOC,0.9977042078971863,Chaco,270,275,35
PER,0.9997878074645996,Gonzalo Peltzer,132,147,35
ORG,0.8239285945892334,EL TERRITORIO,160,173,35
ORG,0.7127715349197388,Registro,224,232,35
MISC,0.7186837196350098,de Propiedad Intelectual,233,257,35
PER,0.8430774807929993,5184738,259,266,35
LOC,0.9980582594871521,Avenida Quaranta,286,302,35
LOC,0.9993042945861816,Posadas,317,324,35
LOC,0.9989263415336609,Misiones,327,335,35
LOC,0.9301807284355164,República Argentina,338,357,35
ORG,0.6314029097557068,elterritorio,368,380,35
ORG,0.810779869556427,República,2,11,35
LOC,0.7361864447593689,Argentina,12,21,35
LOC,0.9960823655128479,Leguizamon,43,53,36
LOC,0.9725214242935181,Alcorta,56,63,36
LOC,0.9979826211929321,Neuquén,81,88,36
ORG,0.9993223547935486,Comisaria Segunda,146,163,36
MISC,0.9897854924201965,Renault Sandero,52,67,36
ORG,0.999605119228363,Departamento,386,398,36
ORG,0.9998577237129211,Departamento Sustracción Automotores,46,82,36
LOC,0.8677126169204712,Dependencia Policial,252,272,36
LOC,0.9990412592887878,Plottier,148,156,36
LOC,0.9995993971824646,Neuquén,159,166,36
MISC,0.9626365303993225,Ⓒ,70,71,36
ORG,0.9050485491752625,República,79,88,36
LOC,0.6233179569244385,Argentina,89,98,36
ORG,0.9266551733016968,2ª,37,39,37
LOC,0.9985193610191345,Neuquén,43,50,37
ORG,0.7617695927619934,2ª,330,332,37
LOC,0.9992844462394714,calle Mitre,389,400,37
LOC,0.9992326498031616,calle Mitre,48,59,37
LOC,0.9993613362312317,Neuquén,76,83,37
MISC,0.989109992980957,Ford Fiesta,281,292,37
LOC,0.998047947883606,Loncopué,63,71,37
LOC,0.9988080263137817,Copahue,74,81,37
LOC,0.9995902180671692,Neuquén,243,250,37
ORG,0.9996165037155151,Justicia,276,284,37
LOC,0.9993337988853455,Plottier,347,355,37
LOC,0.9996138215065002,Neuquén,358,365,37
LOC,0.9994495511054993,Plottier,6,14,37
LOC,0.9996895790100098,Neuquén,17,24,37
MISC,0.9906002283096313,Ⓒ,264,265,37
ORG,0.8572254180908203,República Argentina,273,292,37
PER,0.9996412992477417,Morena Domínguez,90,106,38
LOC,0.9994408488273621,Lanús,122,127,38
PER,0.9996779561042786,Juan Carlos Cruz,145,161,38
LOC,0.9995052814483643,Morón,166,171,38
PER,0.9997807145118713,Nelson Daniel Peralta,221,242,38
MISC,0.9990267753601074,Educación Física,256,272,38
LOC,0.9993768334388733,Guernica,337,345,38
LOC,0.9995321035385132,La Plata,372,380,38
PER,0.971083402633667,Peralta,391,398,38
LOC,0.9995943307876587,La Plata,25,33,38
PER,0.9968264102935791,Peralta,44,51,38
LOC,0.9955600500106812,calle Alaska,162,174,38
LOC,0.9973828196525574,Ciudad de Buenos Aires,168,190,38
PER,0.9996529221534729,Juan Cruz Condomí Alcorta,194,219,38
ORG,0.999868631362915,UFI,235,238,38
PER,0.8937682509422302,presidente Perón,262,278,38
ORG,0.9845038652420044,911,305,308,38
PER,0.9962683320045471,Peralta,335,342,38
PER,0.9820735454559326,Peralta,0,7,38
PER,0.9908921718597412,Morena,101,107,38
PER,0.9995064735412598,Juan Carlos Cruz,311,327,38
LOC,0.9993245601654053,Morón,59,64,38
LOC,0.998388946056366,Gran Buenos Aires,374,391,38
LOC,0.9984889030456543,Gran Buenos Aires,38,55,38
PER,0.9983914494514465,Cruz,147,151,38
ORG,0.9532817602157593,Fiscalía Nº 7 de Morón,184,206,38
PER,0.9998414516448975,Matías Rappazzo,219,234,38
MISC,0.9955047965049744,PASO,322,326,38
ORG,0.9998218417167664,ANSES,331,336,38
MISC,0.9992818832397461,Becas Progresar,75,90,38
MISC,0.9926940202713013,Ⓒ,257,258,38
ORG,0.8875268697738647,República Argentina,266,285,38
ORG,0.9997556805610657,Ministerio de Educación,33,56,39
ORG,0.9998278617858887,Administración Nacional de la Seguridad Social,73,119,39
ORG,0.9997887015342712,ANSES,121,126,39
MISC,0.9996533393859863,Becas Progresar,195,210,39
MISC,0.9917892217636108,Resolución 1673 / 2023,232,252,39
MISC,0.9995086193084717,Becas Progresar,80,95,39
MISC,0.9995107650756836,Becas Progresar,378,393,39
MISC,0.9995223879814148,Becas Progresar,38,53,39
MISC,0.9816455245018005,""" Acreditación / Escolaridad Especial / Formación PS. 2. 68 """,108,161,39
LOC,0.9819007515907288,argentina,182,191,39
ORG,0.999879002571106,ANSES,270,275,39
MISC,0.999398946762085,Becas Progresar,328,343,39
MISC,0.9996393322944641,Documento Nacional de Identidad,68,99,39
MISC,0.9992471933364868,Progresar Obligatorio,272,293,39
MISC,0.9988963603973389,Superior,335,343,39
MISC,0.999056875705719,Progresar Enfermería,127,147,39
MISC,0.8585219383239746,Trabajo —,149,158,39
MISC,0.9036401510238647,—,202,203,39
MISC,0.993083119392395,Idiomas,206,213,39
MISC,0.9987917542457581,PASO,235,239,39
ORG,0.9997450709342957,ANSES,244,249,39
MISC,0.9994138479232788,Becas Progresar,332,347,39
MISC,0.9843003153800964,Ⓒ,166,167,39
ORG,0.9688949584960938,República Argentina,175,194,39
PER,0.9995708465576172,Morena Domínguez,16,32,40
LOC,0.9985332489013672,Lanús,36,41,40
LOC,0.9994915723800659,Buenos Aires,277,289,40
MISC,0.998935878276825,Elecciones Primarias,311,331,40
MISC,0.9922353625297546,Abiertas,333,341,40
MISC,0.9824709296226501,Simultáneas,343,354,40
MISC,0.9712470173835754,Obligatorias,357,369,40
PER,0.9997391700744629,Aníbal Fernández,91,107,40
ORG,0.9688519835472107,Nación,137,143,40
LOC,0.997694194316864,Lanús,128,133,40
LOC,0.9992648363113403,Buenos Aires,166,178,40
PER,0.9997648596763611,Aníbal Fernández,214,230,40
ORG,0.9997082948684692,Policía de la Provincia,67,90,40
PER,0.9997813105583191,Aníbal Fernández,289,305,40
ORG,0.9998891353607178,Estado,356,362,40
ORG,0.9965512752532959,Estado,4,10,40
PER,0.9983596801757812,Morena Domínguez,125,141,40
LOC,0.9726051092147827,Lanús,156,161,40
PER,0.999740719795227,Aníbal Fernández,163,179,40
LOC,0.8530524373054504,Constitución,247,259,40
LOC,0.9545189738273621,Ciudad Autónoma de Buenos Aires,266,297,40
MISC,0.6219797134399414,Primarias,56,65,40
MISC,0.7122712135314941,Simultáneas,77,88,40
MISC,0.9908758997917175,Ramal Roca,273,283,40
PER,0.9929623007774353,Ministra de Trabajo,329,348,40
ORG,0.5550206899642944,Trabajo,3,10,40
ORG,0.9988476037979126,Presidencia,143,154,40
LOC,0.9730949401855469,Ferrocarril General Roca,271,295,40
MISC,0.9987338185310364,PASO,317,321,40
ORG,0.9998471736907959,ANSES,326,331,40
MISC,0.9992818832397461,Becas Progresar,75,90,40
MISC,0.9926940202713013,Ⓒ,257,258,40
ORG,0.8875268697738647,República Argentina,266,285,40
PER,0.9989184141159058,Morena Domínguez,30,46,41
LOC,0.9996724128723145,Lanús,86,91,41
MISC,0.9994698166847229,Elecciones,279,289,41
PER,0.9996902942657471,Juan Grabois,318,330,41
ORG,0.9997189044952393,Frente Patria Grande,120,140,41
ORG,0.9996768236160278,Movimiento de los Trabajadores Excluidos,187,227,41
ORG,0.9997108578681946,MTE,229,232,41
LOC,0.9981541633605957,Ciudad de Buenos Aires,313,335,41
PER,0.9996544718742371,Juan Grabois,345,357,41
PER,0.9994418621063232,Juan Grabois,0,12,41
PER,0.9995287656784058,Juan Grabois,233,245,41
PER,0.9998047947883606,Viviana Saccone,271,286,41
MISC,0.9101419448852539,TV,334,336,41
MISC,0.9995836615562439,Involucrados,207,219,41
PER,0.9996178150177002,Juan Grabois,384,396,41
PER,0.999544620513916,Juan Grabois,46,58,41
LOC,0.9990222454071045,Teatro Verdi,100,112,41
LOC,0.9995212554931641,La Boca,145,152,41
MISC,0.9987489581108093,Elecciones Primarias,191,211,41
MISC,0.8984950184822083,Abiertas,213,221,41
MISC,0.8971337676048279,Simultáneas,223,234,41
MISC,0.9878761768341064,Obligatorias,237,249,41
PER,0.9997804164886475,Sergio Massa,304,316,41
MISC,0.4834310710430145,Complejo,339,347,41
LOC,0.5882522463798523,C,348,349,41
LOC,0.9990032315254211,Chacarita,375,384,41
ORG,0.6170380711555481,Complejo C,6,16,41
LOC,0.9988265633583069,Chacarita,42,51,41
PER,0.9997720122337341,Agustín Rossi,103,116,41
ORG,0.9996427893638611,Unión de Trabajadores y Trabajadores de la Economía Popular,172,231,41
ORG,0.9998137354850769,UTEP,233,237,41
LOC,0.9956581592559814,Almirante Brown 734,261,280,41
ORG,0.9993206262588501,Movimiento de Trabajadores Excluidos,355,391,41
ORG,0.9997460246086121,MTE,393,396,41
ORG,0.9992988705635071,Movimiento de Trabajadores Excluidos,16,52,41
ORG,0.9995647072792053,MTE,54,57,41
PER,0.994253396987915,Jorge Bergoglio,173,188,41
MISC,0.9988206028938293,PASO,211,215,41
ORG,0.9997525811195374,ANSES,220,225,41
MISC,0.9994291663169861,Becas Progresar,308,323,41
MISC,0.9905513525009155,Ⓒ,148,149,41
ORG,0.8976072669029236,República Argentina,157,176,41
PER,0.9995994567871094,Facundo Castillo,27,43,42
PER,0.9998438358306885,Guillermo Merlo,69,84,42
PER,0.9997704029083252,Ramiro Gutiérrez,128,144,42
LOC,0.9988459348678589,Cipolletti,341,351,42
PER,0.997240424156189,Merlo,382,387,42
PER,0.9816493391990662,Cipolletti,3,13,42
PER,0.9993157386779785,Merlo,44,49,42
PER,0.9997615814208984,Juan Manuel Coto,165,181,42
PER,0.9998388886451721,Santiago Márquez Gauna,240,262,42
PER,0.9998273849487305,Ramiro Gutiérrez,358,374,42
PER,0.9997631907463074,Ramiro Gutiérrez,14,30,42
LOC,0.999106228351593,Viedma,101,107,42
PER,0.9995427131652832,Facundo Castillo,197,213,42
PER,0.9996528029441833,Emiliano Castillo,357,374,42
PER,0.9996731281280518,Emiliano Castillo,16,33,42
PER,0.9970327615737915,Facundo Castillo,122,138,42
PER,0.997721254825592,Gutiérrez,154,163,42
PER,0.997312605381012,Gutiérrez,251,260,42
PER,0.9990800619125366,Coto,362,366,42
PER,0.9991942048072815,Coto,22,26,42
PER,0.999202311038971,Merlo,267,272,42
ORG,0.9991102814674377,Justicia,211,219,42
ORG,0.9997280836105347,Defensa Civil,120,133,42
MISC,0.9938521385192871,Ⓒ,165,166,42
ORG,0.9862160682678223,República Argentina,174,193,42
PER,0.9997854232788086,Ramiro Gutiérrez,92,108,43
PER,0.9997425079345703,Facundo Castillo,176,192,43
LOC,0.9993094205856323,Cipolletti,378,388,43
LOC,0.9994519352912903,Cipolletti,40,50,43
PER,0.9936112761497498,Gutiérrez,213,222,43
PER,0.998699426651001,Facundo Castillo,290,306,43
PER,0.9966191053390503,Gutiérrez,353,362,43
PER,0.9983500242233276,Gutiérrez,12,21,43
PER,0.9997845888137817,Simón Mendoza,329,342,43
MISC,0.5473870635032654,Investigaciones,369,384,43
MISC,0.7923064827919006,Investigaciones,25,40,43
LOC,0.9992675185203552,Río Negro,221,230,43
LOC,0.9992986917495728,Neuquén,251,258,43
PER,0.9997208714485168,Juan Manuel Coto,74,90,43
PER,0.9973433613777161,Coto,228,232,43
PER,0.9997665286064148,Santiago Márquez Gauna,251,273,43
PER,0.9989205598831177,Gutiérrez,306,315,43
PER,0.9998177886009216,Martín Segovia,248,262,43
PER,0.9998071193695068,Carlos Vila Llanos,265,283,43
PER,0.9878861904144287,Gutiérrez,111,120,43
PER,0.9998652338981628,Guillermo Merlo,131,146,43
PER,0.999786376953125,Ramiro Gutiérrez,345,361,43
PER,0.9998171925544739,Ramiro Gutiérrez,2,18,43
PER,0.9996808767318726,Facundo Castillo,144,160,43
ORG,0.998136043548584,Justicia,261,269,43
ORG,0.9997667670249939,Defensa Civil,173,186,43
MISC,0.9835361242294312,Ⓒ,218,219,43
ORG,0.9713766574859619,República Argentina,227,246,43
PER,0.9991001486778259,Soledad Andrea Vega,0,19,44
LOC,0.9998689889907837,Córdoba,61,68,44
PER,0.9998284578323364,Tomás Soto,319,329,44
PER,0.9998093843460083,Darío Andrada,346,359,44
